,STATE/UT,DISTRICT,Year,Cyber Blackmailing and Threatening ,Cyber Pornography,Cyber Stalking and Bullying,Defamation and Morphing,Fake Profile,Other Crimes 
1386,WEST BENGAL,BURDWAN,2008,53,44,21,59,0,296
1387,WEST BENGAL,COOCHBEHAR,2008,43,41,5,39,1,155
1388,WEST BENGAL,DAKSHIN DINAJPUR,2008,20,24,14,31,0,61
1389,WEST BENGAL,DARJEELING,2008,22,23,1,21,1,55
1390,WEST BENGAL,HOOGHLY,2008,32,35,5,26,2,328
1391,WEST BENGAL,HOWRAH,2008,6,6,9,9,0,65
1392,WEST BENGAL,HOWRAH CITY,2008,10,20,5,7,0,71
1393,WEST BENGAL,HOWRAH G.R.P.,2008,3,0,0,5,0,1
1394,WEST BENGAL,JALPAIGURI,2008,38,14,3,54,0,154
1395,WEST BENGAL,KHARAGPUR G.R.P.,2008,0,1,0,0,0,0
1396,WEST BENGAL,KOLKATA,2008,33,74,4,160,24,235
1397,WEST BENGAL,MALDA,2008,33,15,5,60,3,69
1398,WEST BENGAL,MURSHIDABAD,2008,62,35,8,58,0,254
1399,WEST BENGAL,NADIA,2008,79,82,13,90,0,270
1400,WEST BENGAL,PASCHIM MIDNAPUR,2008,53,47,22,35,0,249
1401,WEST BENGAL,PURAB MIDNAPUR,2008,25,42,39,10,0,175
1402,WEST BENGAL,PURULIA,2008,15,14,4,51,0,92
1403,WEST BENGAL,SEALDAH G.R.P.,2008,0,0,0,1,0,0
1404,WEST BENGAL,SILIGURI G.R.P.,2008,0,1,0,1,0,0
1405,WEST BENGAL,UTTAR DINAJPUR,2008,20,14,10,26,0,66
1406,WEST BENGAL,TOTAL,2008,759,694,273,964,34,4069
1407,A & N ISLANDS,ANDAMAN,2008,1,1,0,16,3,4
1408,A & N ISLANDS,NICOBAR,2008,1,0,0,1,0,0
1409,A & N ISLANDS,TOTAL,2008,2,1,0,17,3,4
1410,CHANDIGARH,CHANDIGARH,2008,18,47,1,36,28,56
1411,CHANDIGARH,TOTAL,2008,18,47,1,36,28,56
1412,D & N HAVELI,D and N HAVELI,2008,4,5,0,3,0,3
1413,D & N HAVELI,TOTAL,2008,4,5,0,3,0,3
1414,DAMAN & DIU,DAMAN,2008,0,1,0,0,0,3
1415,DAMAN & DIU,DIU,2008,0,1,0,0,0,0
1416,DAMAN & DIU,TOTAL,2008,0,2,0,0,0,3
1417,DELHI,CENTRAL,2008,22,57,2,41,17,6
1418,DELHI,DELHI UT TOTAL,2008,403,893,135,446,128,135
1419,DELHI,EAST,2008,10,109,19,55,6,16
1420,DELHI,G.R.P.(RLY),2008,0,0,0,3,0,0
1421,DELHI,I.G.I. AIRPORT,2008,0,1,0,2,2,0
1422,DELHI,NEW DELHI,2008,8,12,0,11,15,2
1423,DELHI,NORTH,2008,27,47,5,31,23,4
1424,DELHI,NORTH EAST,2008,39,111,13,27,3,29
1425,DELHI,NORTH WEST,2008,120,259,26,101,16,20
1426,DELHI,S.T.F.,2008,0,0,0,0,0,0
1427,DELHI,SOUTH,2008,65,124,22,76,22,22
1428,DELHI,SOUTH WEST,2008,68,80,21,62,13,20
1429,DELHI,SPL CELL,2008,0,0,0,0,0,0
1430,DELHI,WEST,2008,44,93,27,37,11,16
1431,LAKSHADWEEP,LAKSHADWEEP,2008,1,0,0,1,0,0
1432,LAKSHADWEEP,TOTAL,2008,1,0,0,1,0,0
1433,PUDUCHERRY,PONDICHERRY,2008,6,6,5,59,26,9
1434,PUDUCHERRY,TOTAL,2008,6,6,5,59,26,9
1435,ANDHRA PRADESH,ADILABAD,2009,35,16,11,141,39,238
1436,ANDHRA PRADESH,ANANTAPUR,2009,19,45,4,224,45,146
1437,ANDHRA PRADESH,CHITTOOR,2009,36,34,23,121,173,60
1438,ANDHRA PRADESH,CUDDAPAH,2009,10,28,5,104,31,60
1439,ANDHRA PRADESH,CYBERABAD,2009,31,62,25,96,78,543
1440,ANDHRA PRADESH,EAST GODAVARI,2009,18,35,11,150,110,357
1441,ANDHRA PRADESH,GUNTAKAL RLY.,2009,1,1,0,2,0,0
1442,ANDHRA PRADESH,GUNTUR,2009,46,77,22,228,99,399
1443,ANDHRA PRADESH,HYDERABAD CITY,2009,57,64,42,165,296,1082
1444,ANDHRA PRADESH,KARIMNAGAR,2009,88,67,53,362,132,602
1445,ANDHRA PRADESH,KHAMMAM,2009,45,35,17,162,246,180
1446,ANDHRA PRADESH,KRISHNA,2009,45,16,20,186,107,317
1447,ANDHRA PRADESH,KURNOOL,2009,28,16,11,231,131,202
1448,ANDHRA PRADESH,MAHABOOBNAGAR,2009,69,33,19,179,36,238
1449,ANDHRA PRADESH,MEDAK,2009,30,37,44,128,37,174
1450,ANDHRA PRADESH,NALGONDA,2009,62,37,33,249,51,319
1451,ANDHRA PRADESH,NELLORE,2009,27,58,10,204,97,231
1452,ANDHRA PRADESH,NIZAMABAD,2009,29,7,11,61,32,329
1453,ANDHRA PRADESH,PRAKASHAM,2009,22,31,13,133,149,114
1454,ANDHRA PRADESH,RANGA REDDY,2009,14,14,12,71,12,113
1455,ANDHRA PRADESH,SECUNDERABAD RLY.,2009,0,0,0,0,0,0
1456,ANDHRA PRADESH,SRIKAKULAM,2009,9,4,7,58,44,147
1457,ANDHRA PRADESH,VIJAYAWADA,2009,27,45,7,170,146,1208
1458,ANDHRA PRADESH,VIJAYAWADA RLY.,2009,0,0,0,0,3,0
1459,ANDHRA PRADESH,VISAKHA RURAL,2009,15,15,3,54,16,89
1460,ANDHRA PRADESH,VISAKHAPATNAM,2009,9,20,3,11,30,146
1461,ANDHRA PRADESH,VIZIANAGARAM,2009,6,0,4,34,25,127
1462,ANDHRA PRADESH,WARANGAL,2009,61,69,35,222,0,162
1463,ANDHRA PRADESH,WEST GODAVARI,2009,107,65,21,382,121,584
1464,ANDHRA PRADESH,TOTAL,2009,946,931,466,4128,2286,8167
1465,ARUNACHAL PRADESH,CHANGLANG,2009,4,7,0,0,0,2
1466,ARUNACHAL PRADESH,DIBANG VALLEY,2009,2,1,0,1,0,5
1467,ARUNACHAL PRADESH,K/KUMEY,2009,0,2,0,0,0,0
1468,ARUNACHAL PRADESH,KAMENG EAST,2009,0,2,0,10,0,1
1469,ARUNACHAL PRADESH,KAMENG WEST,2009,1,0,0,0,0,0
1470,ARUNACHAL PRADESH,LOHIT,2009,1,14,0,5,0,1
1471,ARUNACHAL PRADESH,PAPUM PARE,2009,3,8,0,7,0,1
1472,ARUNACHAL PRADESH,SIANG EAST,2009,9,9,0,4,0,1
1473,ARUNACHAL PRADESH,SIANG UPPER,2009,1,1,0,0,0,0
1474,ARUNACHAL PRADESH,SIANG WEST,2009,5,4,0,6,0,1
1475,ARUNACHAL PRADESH,SUBANSIRI LOWER,2009,3,0,0,0,0,0
1476,ARUNACHAL PRADESH,SUBANSIRI UPPER,2009,1,2,0,0,0,0
1477,ARUNACHAL PRADESH,TAWANG,2009,0,0,0,1,0,0
1478,ARUNACHAL PRADESH,TIRAP,2009,1,0,0,9,0,2
1479,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2009,0,1,0,0,0,0
1480,ARUNACHAL PRADESH,TOTAL,2009,31,51,0,43,0,14
1481,ASSAM,BARPETA,2009,61,56,6,15,0,112
1482,ASSAM,BONGAIGAON,2009,27,40,6,10,0,61
1483,ASSAM,C.I.D.,2009,0,1,0,0,0,0
1484,ASSAM,CACHAR,2009,70,95,3,118,0,229
1485,ASSAM,DARRANG,2009,53,63,7,93,0,48
1486,ASSAM,DHEMAJI,2009,43,10,0,14,0,44
1487,ASSAM,DHUBRI,2009,68,51,6,87,0,151
1488,ASSAM,DIBRUGARH,2009,38,39,0,28,0,28
1489,ASSAM,G.R.P.,2009,0,1,0,1,0,0
1490,ASSAM,GOALPARA,2009,60,47,2,36,0,152
1491,ASSAM,GOLAGHAT,2009,67,60,0,26,0,58
1492,ASSAM,GUWAHATI CITY,2009,38,184,4,52,0,135
1493,ASSAM,HAILAKANDI,2009,27,35,2,29,2,30
1494,ASSAM,JORHAT,2009,40,28,0,26,0,23
1495,ASSAM,KAMRUP,2009,48,23,0,6,0,10
1496,ASSAM,KARBI ANGLONG,2009,16,13,0,14,0,4
1497,ASSAM,KARIMGANJ,2009,29,40,5,4,0,84
1498,ASSAM,KOKRAJHAR,2009,22,31,2,28,0,37
1499,ASSAM,LAKHIMPUR,2009,76,77,0,44,0,108
1500,ASSAM,MORIGAON,2009,35,46,1,34,0,26
1501,ASSAM,N.C.HILLS,2009,0,10,0,2,0,16
1502,ASSAM,NAGAON,2009,105,159,7,107,4,181
1503,ASSAM,NALBARI,2009,33,43,0,18,0,23
1504,ASSAM,R.P.O.,2009,5,0,0,1,0,5
1505,ASSAM,SIBSAGAR,2009,38,76,4,15,0,74
1506,ASSAM,SONITPUR,2009,64,90,3,56,0,146
1507,ASSAM,TINSUKIA,2009,32,33,2,14,0,23
1508,ASSAM,TOTAL,2009,1095,1351,60,878,6,1808
1509,BIHAR,ARARIA,2009,38,17,13,3,0,24
1510,BIHAR,ARWAL,2009,3,0,19,0,0,13
1511,BIHAR,AURANGABAD,2009,18,6,25,6,0,19
1512,BIHAR,BAGAHA,2009,21,10,4,3,0,6
1513,BIHAR,BANKA,2009,19,14,19,5,1,9
1514,BIHAR,BEGUSARAI,2009,19,28,29,0,0,34
1515,BIHAR,BETTIAH,2009,27,15,21,56,0,58
1516,BIHAR,BHABHUA,2009,11,11,21,6,0,13
1517,BIHAR,BHAGALPUR,2009,45,57,13,33,0,107
1518,BIHAR,BHOJPUR,2009,12,1,24,14,0,75
1519,BIHAR,BUXAR,2009,12,7,14,6,0,27
1520,BIHAR,DARBHANGA,2009,77,20,19,10,0,95
1521,BIHAR,GAYA,2009,27,32,37,40,0,46
1522,BIHAR,GOPALGANJ,2009,12,13,14,0,6,34
1523,BIHAR,JAMALPUR RLY.,2009,1,0,0,0,0,0
1524,BIHAR,JAMUI,2009,24,7,11,12,0,34
1525,BIHAR,JEHANABAD,2009,9,5,16,0,0,34
1526,BIHAR,KATIHAR,2009,92,42,9,9,0,60
1527,BIHAR,KATIHAR RLY.,2009,0,6,3,2,0,4
1528,BIHAR,KHAGARIA,2009,16,0,6,9,0,22
1529,BIHAR,KISHANGANJ,2009,17,38,5,2,0,20
1530,BIHAR,LAKHISARAI,2009,7,4,10,0,0,6
1531,BIHAR,MADHEPURA,2009,8,5,6,2,0,8
1532,BIHAR,MADHUBANI,2009,38,29,20,112,0,262
1533,BIHAR,MOTIHARI,2009,39,18,36,49,0,110
1534,BIHAR,MUNGER,2009,7,7,6,16,0,63
1535,BIHAR,MUZAFFARPUR,2009,59,20,63,27,0,98
1536,BIHAR,MUZAFFARPUR RLY.,2009,3,4,1,4,0,0
1537,BIHAR,NALANDA,2009,21,18,49,39,0,64
1538,BIHAR,NAUGACHIA,2009,12,2,8,1,0,8
1539,BIHAR,NAWADAH,2009,13,12,19,10,1,11
1540,BIHAR,PATNA,2009,34,15,85,49,0,127
1541,BIHAR,PATNA RLY.,2009,2,0,0,7,0,3
1542,BIHAR,PURNEA,2009,50,12,13,11,0,27
1543,BIHAR,ROHTAS,2009,15,36,28,30,0,52
1544,BIHAR,SAHARSA,2009,11,11,13,14,0,3
1545,BIHAR,SAMASTIPUR,2009,20,8,18,11,2,34
1546,BIHAR,SARAN,2009,32,49,65,17,1,82
1547,BIHAR,SHEIKHPURA,2009,5,1,6,0,0,0
1548,BIHAR,SHEOHAR,2009,8,3,7,3,0,11
1549,BIHAR,SITAMARHI,2009,37,24,27,6,0,39
1550,BIHAR,SIWAN,2009,13,22,32,36,0,54
1551,BIHAR,SUPAUL,2009,22,5,6,6,0,19
1552,BIHAR,VAISHALI,2009,29,40,69,22,0,65
1553,BIHAR,TOTAL,2009,985,674,909,688,11,1880
1554,CHHATTISGARH,BALRAMPUR,2009,24,0,3,29,3,15
1555,CHHATTISGARH,BILASPUR,2009,49,12,18,165,3,87
1556,CHHATTISGARH,BIZAPUR,2009,8,2,0,5,0,1
1557,CHHATTISGARH,DANTEWARA,2009,12,3,0,14,0,4
1558,CHHATTISGARH,DHAMTARI,2009,32,7,3,71,8,8
1559,CHHATTISGARH,DURG,2009,117,17,13,229,31,118
1560,CHHATTISGARH,GRP RAIPUR,2009,1,2,0,1,2,1
1561,CHHATTISGARH,JAGDALPUR,2009,71,12,0,72,4,8
1562,CHHATTISGARH,JANJGIR,2009,47,5,3,84,8,42
1563,CHHATTISGARH,JASHPUR,2009,33,3,0,39,1,3
1564,CHHATTISGARH,KABIRDHAM,2009,24,2,1,59,4,10
1565,CHHATTISGARH,KANKER,2009,29,4,0,30,0,7
1566,CHHATTISGARH,KORBA,2009,37,6,4,97,14,40
1567,CHHATTISGARH,KORIYA,2009,40,4,0,66,1,24
1568,CHHATTISGARH,MAHASAMUND,2009,30,3,2,39,2,24
1569,CHHATTISGARH,NARAYANPUR,2009,3,1,0,0,0,1
1570,CHHATTISGARH,RAIGARH,2009,36,15,2,94,6,32
1571,CHHATTISGARH,RAIPUR,2009,126,33,15,185,15,116
1572,CHHATTISGARH,RAJNANDGAON,2009,60,6,13,67,2,28
1573,CHHATTISGARH,SARGUJA,2009,119,12,2,135,1,32
1574,CHHATTISGARH,TOTAL,2009,898,149,79,1481,105,601
1575,GOA,NORTH GOA,2009,22,8,1,11,4,9
1576,GOA,SOUTH GOA,2009,9,5,1,8,3,15
1577,GOA,TOTAL,2009,31,13,2,19,7,24
1578,GUJARAT,AHMEDABAD COMMR.,2009,18,96,3,50,30,595
1579,GUJARAT,AHMEDABAD RURAL,2009,3,13,1,18,0,61
1580,GUJARAT,AHWA-DANG,2009,0,0,0,2,0,3
1581,GUJARAT,AMRELI,2009,6,28,0,24,1,98
1582,GUJARAT,ANAND,2009,5,32,0,24,3,130
1583,GUJARAT,BHARUCH,2009,5,25,0,19,1,69
1584,GUJARAT,BHAVNAGAR,2009,5,55,6,36,11,126
1585,GUJARAT,DAHOD,2009,0,19,0,22,0,15
1586,GUJARAT,GANDHINAGAR,2009,0,28,2,25,2,113
1587,GUJARAT,HIMATNAGAR,2009,6,44,2,47,1,160
1588,GUJARAT,JAMNAGAR,2009,10,21,0,20,0,150
1589,GUJARAT,JUNAGADH,2009,13,41,6,40,8,312
1590,GUJARAT,KHEDA NORTH,2009,11,46,0,27,0,125
1591,GUJARAT,KUTCH,2009,7,23,0,26,4,165
1592,GUJARAT,MEHSANA,2009,7,52,0,34,1,207
1593,GUJARAT,NARMADA,2009,4,3,0,4,0,7
1594,GUJARAT,NAVSARI,2009,2,9,0,6,0,15
1595,GUJARAT,PALANPUR,2009,20,39,0,47,1,135
1596,GUJARAT,PANCHMAHAL,2009,11,31,0,34,2,74
1597,GUJARAT,PATAN,2009,2,15,0,21,0,112
1598,GUJARAT,PORBANDAR,2009,1,5,0,7,1,44
1599,GUJARAT,RAJKOT COMMR.,2009,5,30,5,8,13,158
1600,GUJARAT,RAJKOT RURAL,2009,14,38,4,35,4,174
1601,GUJARAT,SURAT COMMR.,2009,25,40,19,17,2,126
1602,GUJARAT,SURAT RURAL,2009,11,9,0,21,0,204
1603,GUJARAT,SURENDRANAGAR,2009,16,25,6,42,2,53
1604,GUJARAT,VADODARA COMMR.,2009,8,31,0,17,5,136
1605,GUJARAT,VADODARA RURAL,2009,14,49,0,33,0,76
1606,GUJARAT,VALSAD,2009,5,10,0,7,0,37
1607,GUJARAT,W.RLY,2009,2,2,0,9,0,4
1608,GUJARAT,TOTAL,2009,236,859,54,722,92,3684
1609,HARYANA,AMBALA,2009,10,24,7,17,31,129
1610,HARYANA,BHIWANI,2009,15,7,28,17,0,69
1611,HARYANA,FARIDABAD,2009,36,49,14,34,980,136
1612,HARYANA,FATEHABAD,2009,7,7,3,11,4,47
1613,HARYANA,GRP,2009,1,0,3,0,50,0
1614,HARYANA,GURGAON,2009,32,37,13,17,26,101
1615,HARYANA,HISSAR,2009,16,18,17,35,10,80
1616,HARYANA,JHAJJAR,2009,9,8,17,32,35,92
1617,HARYANA,JIND,2009,17,5,10,7,13,34
1618,HARYANA,KAITHAL,2009,15,2,8,14,0,125
1619,HARYANA,KARNAL,2009,27,14,14,18,1,173
1620,HARYANA,KURUKSHETRA,2009,23,7,12,23,18,92
1621,HARYANA,MAHENDRAGARH,2009,10,9,4,12,0,27
1622,HARYANA,PANCHKULA,2009,12,13,5,10,83,56
1623,HARYANA,PANIPAT,2009,38,9,13,17,22,165
1624,HARYANA,REWARI,2009,11,9,7,22,1,34
1625,HARYANA,ROHTAK,2009,25,15,17,12,23,34
1626,HARYANA,SIRSA,2009,22,5,9,10,0,70
1627,HARYANA,SONIPAT,2009,15,20,17,21,5,68
1628,HARYANA,YAMUNANAGAR,2009,12,13,4,15,0,86
1629,HARYANA,TOTAL,2009,353,271,222,344,1302,1618
1630,HIMACHAL PRADESH,BILASPUR,2009,13,11,0,20,2,17
1631,HIMACHAL PRADESH,CHAMBA,2009,10,14,0,13,0,8
1632,HIMACHAL PRADESH,G.R.P.,2009,0,0,0,0,0,0
1633,HIMACHAL PRADESH,HAMIRPUR,2009,6,7,0,13,1,15
1634,HIMACHAL PRADESH,KANGRA,2009,8,6,0,28,0,35
1635,HIMACHAL PRADESH,KINNAUR,2009,6,4,0,2,0,2
1636,HIMACHAL PRADESH,KULLU,2009,16,6,2,24,0,13
1637,HIMACHAL PRADESH,LAHAUL-SPITI,2009,2,0,0,0,0,1
1638,HIMACHAL PRADESH,MANDI,2009,23,5,1,52,2,43
1639,HIMACHAL PRADESH,SHIMLA,2009,21,16,2,40,8,15
1640,HIMACHAL PRADESH,SIRMAUR,2009,8,14,1,24,0,18
1641,HIMACHAL PRADESH,SOLAN,2009,11,7,0,24,3,24
1642,HIMACHAL PRADESH,UNA,2009,2,6,0,10,2,30
1643,HIMACHAL PRADESH,TOTAL,2009,126,96,6,250,18,221
1644,JAMMU & KASHMIR,ANANTNAG,2009,9,74,0,63,45,0
1645,JAMMU & KASHMIR,AWANTIPORA,2009,2,13,0,21,4,0
1646,JAMMU & KASHMIR,BARAMULLA,2009,18,74,0,159,23,1
1647,JAMMU & KASHMIR,BORDER,2009,9,6,0,8,11,7
1648,JAMMU & KASHMIR,BUDGAM,2009,11,40,0,69,12,1
1649,JAMMU & KASHMIR,CRIME JAMMU,2009,0,0,0,0,0,0
1650,JAMMU & KASHMIR,CRIME SRINAGAR,2009,0,0,0,0,0,0
1651,JAMMU & KASHMIR,DODA,2009,6,19,0,8,4,3
1652,JAMMU & KASHMIR,GANDERBAL,2009,8,45,0,82,6,1
1653,JAMMU & KASHMIR,HANDWARA,2009,2,17,0,24,4,1
1654,JAMMU & KASHMIR,JAMMU,2009,20,50,3,12,66,21
1655,JAMMU & KASHMIR,KARGIL,2009,1,6,0,0,0,0
1656,JAMMU & KASHMIR,KATHUA,2009,13,20,0,8,9,7
1657,JAMMU & KASHMIR,KULGAM,2009,5,45,0,23,15,0
1658,JAMMU & KASHMIR,KUPWARA,2009,5,27,0,68,4,0
1659,JAMMU & KASHMIR,LEH,2009,3,1,0,2,0,0
1660,JAMMU & KASHMIR,POONCH,2009,12,11,0,11,3,1
1661,JAMMU & KASHMIR,PULWAMA,2009,10,43,2,38,8,0
1662,JAMMU & KASHMIR,RAILWAYS,2009,1,0,0,1,0,0
1663,JAMMU & KASHMIR,RAJOURI,2009,28,19,2,8,7,14
1664,JAMMU & KASHMIR,RAMBAN,2009,10,5,0,8,3,0
1665,JAMMU & KASHMIR,REASI,2009,8,5,0,2,3,0
1666,JAMMU & KASHMIR,SRINAGAR,2009,23,91,0,249,130,6
1667,JAMMU & KASHMIR,UDHAMPUR,2009,7,4,3,11,19,8
1668,JAMMU & KASHMIR,TOTAL,2009,211,615,10,875,376,71
1669,JHARKHAND,BOKARO,2009,48,26,29,32,0,16
1670,JHARKHAND,CHAIBASA,2009,38,19,0,17,0,8
1671,JHARKHAND,CHATRA,2009,14,4,16,2,0,0
1672,JHARKHAND,DEOGHAR,2009,53,7,14,14,1,20
1673,JHARKHAND,DHANBAD,2009,43,41,30,47,0,18
1674,JHARKHAND,DHANBAD RLY.,2009,0,3,1,1,0,0
1675,JHARKHAND,DUMKA,2009,49,0,9,23,0,69
1676,JHARKHAND,GARHWA,2009,23,6,13,5,0,12
1677,JHARKHAND,GIRIDIH,2009,35,22,42,52,0,37
1678,JHARKHAND,GODDA,2009,76,15,4,0,0,56
1679,JHARKHAND,GUMLA,2009,31,12,0,14,0,11
1680,JHARKHAND,HAZARIBAGH,2009,40,20,41,57,0,30
1681,JHARKHAND,JAMSHEDPUR,2009,28,34,12,23,0,58
1682,JHARKHAND,JAMSHEDPUR RLY.,2009,2,2,3,0,0,0
1683,JHARKHAND,JAMTARA,2009,35,7,5,6,0,26
1684,JHARKHAND,KODERMA,2009,0,0,7,8,0,37
1685,JHARKHAND,LATEHAR,2009,10,1,0,5,0,3
1686,JHARKHAND,LOHARDAGGA,2009,15,4,0,4,0,12
1687,JHARKHAND,PAKUR,2009,31,7,0,3,1,10
1688,JHARKHAND,PALAMU,2009,13,8,11,4,0,13
1689,JHARKHAND,RANCHI,2009,55,2,9,73,0,61
1690,JHARKHAND,SAHEBGANJ,2009,23,5,9,17,0,19
1691,JHARKHAND,SARAIKELA,2009,31,6,7,14,0,36
1692,JHARKHAND,SIMDEGA,2009,19,11,0,3,0,7
1693,JHARKHAND,TOTAL,2009,712,262,262,424,2,559
1694,KARNATAKA,BAGALKOT,2009,12,11,2,44,0,45
1695,KARNATAKA,BANGALORE COMMR.,2009,34,11,34,213,39,213
1696,KARNATAKA,BANGALORE RURAL,2009,27,19,31,107,0,130
1697,KARNATAKA,BELGAUM,2009,11,15,12,45,4,93
1698,KARNATAKA,BELLARY,2009,14,6,2,58,0,36
1699,KARNATAKA,BIDAR,2009,6,17,5,45,3,67
1700,KARNATAKA,BIJAPUR,2009,9,11,4,68,0,83
1701,KARNATAKA,CHAMARAJNAGAR,2009,3,2,4,40,0,19
1702,KARNATAKA,CHICKMAGALUR,2009,12,10,4,49,7,89
1703,KARNATAKA,CHITRADURGA,2009,19,7,6,43,1,32
1704,KARNATAKA,DAKSHIN KANNADA,2009,3,5,2,23,4,31
1705,KARNATAKA,DAVANAGERE,2009,16,6,10,56,2,78
1706,KARNATAKA,DHARWAD COMMR.,2009,3,4,3,3,9,28
1707,KARNATAKA,DHARWAD RURAL,2009,5,0,3,11,0,12
1708,KARNATAKA,GADAG,2009,1,2,1,12,0,13
1709,KARNATAKA,GULBARGA,2009,14,20,5,150,0,103
1710,KARNATAKA,HASSAN,2009,16,9,3,78,0,43
1711,KARNATAKA,HAVERI,2009,3,6,1,33,0,17
1712,KARNATAKA,K.G.F.,2009,5,2,7,21,2,17
1713,KARNATAKA,KODAGU,2009,11,2,1,27,0,18
1714,KARNATAKA,KOLAR,2009,14,26,10,32,1,52
1715,KARNATAKA,KOPPAL,2009,12,5,5,18,2,27
1716,KARNATAKA,MANDYA,2009,13,6,5,65,0,77
1717,KARNATAKA,MYSORE COMMR.,2009,8,7,5,14,0,44
1718,KARNATAKA,MYSORE RURAL,2009,4,3,7,59,0,45
1719,KARNATAKA,RAICHUR,2009,12,16,7,61,5,79
1720,KARNATAKA,RAILWAYS,2009,0,0,1,2,0,0
1721,KARNATAKA,SHIMOGA,2009,15,14,4,73,0,127
1722,KARNATAKA,TUMKUR,2009,14,1,10,77,1,38
1723,KARNATAKA,UDUPI,2009,5,0,0,21,1,23
1724,KARNATAKA,UTTAR KANNADA,2009,0,1,0,37,3,25
1725,KARNATAKA,TOTAL,2009,321,244,194,1585,84,1704
1726,KERALA,ALAPUZHA,2009,10,12,3,124,2,178
1727,KERALA,CBCID,2009,1,1,0,0,0,2
1728,KERALA,ERNAKULAM COMMR.,2009,11,5,0,77,7,54
1729,KERALA,ERNAKULAM RURAL,2009,22,8,2,109,0,92
1730,KERALA,IDUKKI,2009,14,0,0,93,6,104
1731,KERALA,KANNUR,2009,13,2,0,65,3,174
1732,KERALA,KASARGOD,2009,15,4,0,71,3,66
1733,KERALA,KOLLAM,2009,53,11,5,317,0,365
1734,KERALA,KOTTAYAM,2009,25,10,0,141,10,115
1735,KERALA,KOZHIKODE COMMR.,2009,10,3,2,50,5,157
1736,KERALA,KOZHIKODE RURAL,2009,24,4,1,76,5,210
1737,KERALA,MALAPPURAM,2009,42,4,2,57,2,460
1738,KERALA,PALAKKAD,2009,47,1,3,140,4,214
1739,KERALA,PATHANAMTHITTA,2009,13,0,2,94,0,116
1740,KERALA,RAILWAYS,2009,0,0,0,0,0,0
1741,KERALA,THRISSUR,2009,29,7,3,157,10,224
1742,KERALA,TRIVANDRUM COMMR.,2009,17,7,2,114,5,82
1743,KERALA,TRIVANDRUM RURAL,2009,28,23,7,212,4,232
1744,KERALA,WAYANADU,2009,20,0,1,50,2,85
1745,KERALA,TOTAL,2009,394,102,33,1947,68,2930
1746,MADHYA PRADESH,ANUPPUR,2009,10,1,1,14,2,3
1747,MADHYA PRADESH,ASHOK NAGAR,2009,33,4,6,140,12,36
1748,MADHYA PRADESH,BALAGHAT,2009,61,5,10,134,32,69
1749,MADHYA PRADESH,BARWANI,2009,38,8,4,88,5,23
1750,MADHYA PRADESH,BETUL,2009,137,22,9,171,11,51
1751,MADHYA PRADESH,BHIND,2009,25,18,24,94,0,53
1752,MADHYA PRADESH,BHOPAL,2009,93,46,16,252,23,142
1753,MADHYA PRADESH,BHOPAL RLY.,2009,3,0,2,14,6,1
1754,MADHYA PRADESH,BURHANPUR,2009,7,0,1,22,0,13
1755,MADHYA PRADESH,CHHATARPUR,2009,56,8,17,164,13,50
1756,MADHYA PRADESH,CHHINDWARA,2009,82,12,12,187,27,78
1757,MADHYA PRADESH,DAMOH,2009,49,13,27,179,0,64
1758,MADHYA PRADESH,DATIYA,2009,30,7,10,66,0,35
1759,MADHYA PRADESH,DEWAS,2009,88,20,12,213,68,196
1760,MADHYA PRADESH,DHAR,2009,82,23,40,200,13,85
1761,MADHYA PRADESH,DINDORI,2009,37,2,1,64,8,22
1762,MADHYA PRADESH,GUNA,2009,83,6,9,175,7,68
1763,MADHYA PRADESH,GWALIOR,2009,72,50,24,161,6,125
1764,MADHYA PRADESH,HARDA,2009,25,1,3,52,0,22
1765,MADHYA PRADESH,HOSHANGABAD,2009,70,7,19,127,7,52
1766,MADHYA PRADESH,INDORE,2009,77,43,22,240,84,298
1767,MADHYA PRADESH,INDORE RLY.,2009,0,0,1,3,0,0
1768,MADHYA PRADESH,JABALPUR,2009,103,25,57,297,60,108
1769,MADHYA PRADESH,JABALPUR RLY.,2009,0,2,0,4,1,0
1770,MADHYA PRADESH,JHABUA,2009,36,35,0,112,10,12
1771,MADHYA PRADESH,KATNI,2009,37,4,17,137,15,61
1772,MADHYA PRADESH,KHANDWA,2009,53,18,6,157,21,23
1773,MADHYA PRADESH,KHARGON,2009,50,13,5,184,31,43
1774,MADHYA PRADESH,MANDLA,2009,39,2,4,143,13,44
1775,MADHYA PRADESH,MANDSAUR,2009,45,5,4,126,12,54
1776,MADHYA PRADESH,MORENA,2009,40,21,23,93,3,41
1777,MADHYA PRADESH,NARSINGHPUR,2009,40,3,15,134,19,34
1778,MADHYA PRADESH,NEEMUCH,2009,31,5,4,65,10,65
1779,MADHYA PRADESH,PANNA,2009,32,4,21,92,2,26
1780,MADHYA PRADESH,RAISEN,2009,75,8,17,176,0,46
1781,MADHYA PRADESH,RAJGARH,2009,88,5,2,163,20,83
1782,MADHYA PRADESH,RATLAM,2009,62,9,5,132,13,50
1783,MADHYA PRADESH,REWA,2009,41,11,28,110,2,44
1784,MADHYA PRADESH,SAGAR,2009,121,28,27,388,17,127
1785,MADHYA PRADESH,SATNA,2009,59,5,33,187,5,57
